US97717W1255;AuM Fund;AuM Fund Date;AuM Share Class;AuM Share Class Date;Bid NAV;Bid NAV Date;Ask NAV;Ask NAV Date;Valuation NAV;Valuation NAV Date;Transaction NAV;Transaction NAV Date;NoS Fund Date;NoS Share Class;NoS Share Class Date;NoS Fund;FE Bid;FE Bid Date;FE Offer;FE Offer Date;FE NAV;FE NAV Date;FE Generic NAV;FE Generic NAV Date;FE AUM Fund Date;FE AUM Share Class;FE AUM Share Class Date;FE NOS Fund;FE NOS Fund Date;FE NOS Share Class;FE NOS Share Class Date;Citi Code;Fund Code;Dynamic Currency;FE AUM Fund;FE Mid;FE Mid Date;FE Total Return NAV;FE Total Return NAV Date;Amount of Shares Redeemed Fund;Amount of Shares Redeemed Share Class;Amount of Shares Subscribed Fund;Amount of Shares Subscribed Share Class;Number of Shares Redeemed Fund;Number of Shares Redeemed Share Class;Number of Shares Subscribed Fund;Number of Shares Subscribed Share Class
LU1160353915;3526570000.00;30/04/2024;15088173.89;30/05/2024;;;;;108.79;30/05/2024;;;;13.869.150.000.000;30/05/2024;;;;;;108.79;30/05/2024;108.79;30/05/2024;30/04/2024;15088173.89;30/05/2024;;;13.869.150.000.000;30/05/2024;00UM;BVFX2;EUR;3526570000.00;108.79;30/05/2024;1.370.599;30/05/2024;;;;;;;;
LU1103305881;3526570000.00;30/04/2024;91804966.22;30/05/2024;;;;;186.62;30/05/2024;;;;49.192.288.900.000;30/05/2024;;;;;;186.62;30/05/2024;186.62;30/05/2024;30/04/2024;91804966.22;30/05/2024;;;49.192.288.900.000;30/05/2024;00UN;BVFX2;GBP;3526570000.00;186.62;30/05/2024;186.62;30/05/2024;;;;;;;;
LU1103304645;94799705.00;30/04/2024;12954667.54;30/05/2024;;;;;19.72;30/05/2024;;;;65.679.517.300.000;30/05/2024;;;;;;19.72;30/05/2024;19.72;30/05/2024;30/04/2024;12954667.54;30/05/2024;;;65.679.517.300.000;30/05/2024;00US;BQGBD;GBP;94799705.00;19.72;30/05/2024;19.72;30/05/2024;;;;;;;;
LU1103296106;94799705.00;30/04/2024;3482791.37;30/05/2024;;;;;18.57;30/05/2024;;;;18.754.999.400.000;30/05/2024;;;;;;18.57;30/05/2024;18.57;30/05/2024;30/04/2024;3482791.37;30/05/2024;;;18.754.999.400.000;30/05/2024;00UT;BQGBD;GBP;94799705.00;18.57;30/05/2024;18.57;30/05/2024;;;;;;;;
LU1103295124;41320000.00;30/04/2024;6970076.20;30/05/2024;;;;;110.84;30/05/2024;;;;6.288.431.200.000;30/05/2024;;;;;;110.84;30/05/2024;110.84;30/05/2024;30/04/2024;6970076.20;30/05/2024;;;6.288.431.200.000;30/05/2024;00UV;G4FP6;USD;41320000.00;110.84;30/05/2024;110.84;30/05/2024;;;;;;;;
LU1103294234;1717999800.00;30/05/2024;;;;;;;1104.74;30/06/2014;;;;;;;;;;;1104.74;30/06/2014;1104.74;30/06/2014;30/05/2024;;;;;;;00V3;Z3F9V;EUR;1717999800.00;1104.74;30/06/2014;1104.74;30/06/2014;;;;;;;;
LU1103211980;1717999800.00;30/05/2024;226602072.11;30/05/2024;;;;;4277.99;30/05/2024;;;;5.295.927.920.000;30/05/2024;;;;;;4277.99;30/05/2024;4277.99;30/05/2024;30/05/2024;226602072.11;30/05/2024;;;5.295.927.920.000;30/05/2024;00V4;Z3F9V;USD;1717999800.00;4277.99;30/05/2024;4277.99;30/05/2024;;;;;;;;
LU1103209901;1717999800.00;30/05/2024;;;;;;;132.9;30/06/2014;;;;;;;;;;;132.9;30/06/2014;132.9;30/06/2014;30/05/2024;;;;;;;00V5;Z3F9V;EUR;1717999800.00;132.9;30/06/2014;132.9;30/06/2014;;;;;;;;
LU1103208259;102890000.00;30/04/2024;4069968.59;30/05/2024;;;;;397.64;30/05/2024;;;;1.023.529.800.000;30/05/2024;;;;;;397.64;30/05/2024;397.64;30/05/2024;30/04/2024;4069968.59;30/05/2024;;;1.023.529.800.000;30/05/2024;00V9;RTLAC;GBP;102890000.00;397.64;30/05/2024;397.64;30/05/2024;;;;;;;;
LU1102948673;102890000.00;30/04/2024;811911630.00;30/05/2024;;;;;79325;30/05/2024;;;;1.023.529.800.000;30/05/2024;;;;;;79325;30/05/2024;79325;30/05/2024;30/04/2024;811911630.00;30/05/2024;;;1.023.529.800.000;30/05/2024;00VA;RTLAC;JPY;102890000.00;79325;30/05/2024;79325;30/05/2024;;;;;;;;
LU1102946461;102890000.00;30/04/2024;20156300.35;30/05/2024;;;;;4731.52;30/05/2024;;;;426.000.500.000;30/05/2024;;;;;;4731.52;30/05/2024;4731.52;30/05/2024;30/04/2024;20156300.35;30/05/2024;;;426.000.500.000;30/05/2024;00VB;RTLAC;GBP;102890000.00;4731.52;30/05/2024;4731.52;30/05/2024;;;;;;;;
LU1049889972;102890000.00;30/04/2024;4020948639.00;30/05/2024;;;;;943884;30/05/2024;;;;426.000.500.000;30/05/2024;;;;;;943884;30/05/2024;943884;30/05/2024;30/04/2024;4020948639.00;30/05/2024;;;426.000.500.000;30/05/2024;00VC;RTLAC;JPY;102890000.00;943884;30/05/2024;943884;30/05/2024;;;;;;;;
LU1049889469;102890000.00;30/04/2024;1480328.10;30/05/2024;;;;;322.85;30/05/2024;;;;458.518.700.000;30/05/2024;;;;;;322.85;30/05/2024;322.85;30/05/2024;30/04/2024;1480328.10;30/05/2024;;;458.518.700.000;30/05/2024;00VD;RTLAC;GBP;102890000.00;322.85;30/05/2024;3.878.212;30/05/2024;;;;;;;;
LU0909494543;102890000.00;30/04/2024;295308324.00;30/05/2024;;;;;64405;30/05/2024;;;;458.518.700.000;30/05/2024;;;;;;64405;30/05/2024;64405;30/05/2024;30/04/2024;295308324.00;30/05/2024;;;458.518.700.000;30/05/2024;00VE;RTLAC;JPY;102890000.00;64405;30/05/2024;773.845.231;30/05/2024;;;;;;;;
LU0823438220;351970000.00;30/04/2024;21493148.05;29/05/2024;;;;;772.88;29/05/2024;;;;2.780.924.600.000;29/05/2024;;;;;;772.88;29/05/2024;772.88;29/05/2024;30/04/2024;21493148.05;29/05/2024;;;2.780.924.600.000;29/05/2024;00VH;BVFY9;USD;351970000.00;772.88;29/05/2024;772.88;29/05/2024;;;;;;;;
LU0823437925;113774779.78;30/05/2024;39834845.98;30/05/2024;;;;;37.43;30/05/2024;;;;106.430.521.700.000;30/05/2024;;;;;;37.43;30/05/2024;37.43;30/05/2024;30/05/2024;39834845.98;30/05/2024;;;106.430.521.700.000;30/05/2024;00VL;00FVL;USD;113774779.78;37.43;30/05/2024;37.43;30/05/2024;;;;;;;;
LU0823437842;113774779.78;30/05/2024;609046.53;30/05/2024;;;;;49.53;30/05/2024;;;;1.229.724.900.000;30/05/2024;;;;;;49.53;30/05/2024;49.53;30/05/2024;30/05/2024;609046.53;30/05/2024;;;1.229.724.900.000;30/05/2024;00VM;00FVL;EUR;113774779.78;49.53;30/05/2024;49.53;30/05/2024;;;;;;;;
LU0823437842;113774779.78;30/05/2024;4041149.47;30/05/2024;;;;;34.62;30/05/2024;;;;11.672.346.200.000;30/05/2024;;;;;;34.62;30/05/2024;34.62;30/05/2024;30/05/2024;4041149.47;30/05/2024;;;11.672.346.200.000;30/05/2024;00VO;00FVL;USD;113774779.78;34.62;30/05/2024;34.62;30/05/2024;;;;;;;;
LU0823435630;113774779.78;30/05/2024;31091159.01;30/05/2024;;;;;40.3;30/05/2024;;;;77.156.009.800.000;30/05/2024;;;;;;40.3;30/05/2024;40.3;30/05/2024;30/05/2024;31091159.01;30/05/2024;;;77.156.009.800.000;30/05/2024;00VQ;00FVL;USD;113774779.78;40.3;30/05/2024;40.3;30/05/2024;;;;;;;;
LU0823435630;21919670.48;31/05/2024;;;;;;;1007.43;31/05/2024;;;;;;;;;;;1007.43;31/05/2024;1007.43;31/05/2024;31/05/2024;;;;;;;00WI;00FWI;EUR;21919670.48;1007.43;31/05/2024;11.277.642;31/05/2024;;;;;;;;
LU0823434583;504245580.69;31/05/2024;28426112.10;31/05/2024;;;;;243.16;31/05/2024;;;;11.690.305.500.000;31/05/2024;;;;;;243.16;31/05/2024;243.16;31/05/2024;31/05/2024;28426112.10;31/05/2024;;;11.690.305.500.000;31/05/2024;00XD;FLFGC;EUR;504245580.69;243.16;31/05/2024;243.16;31/05/2024;;;;;;;;
LU0823433932;34778154.63;31/05/2018;;;15.915;30/05/2024;15.995;30/05/2024;15.955;30/05/2024;;;;;;;15.915;30/05/2024;15.995;30/05/2024;15.915;30/05/2024;15.915;30/05/2024;31/05/2018;;;;;;;00ZT;00FZT;AUD;34778154.63;;;27.216;30/05/2024;;;;;;;;
LU0823433932;371854455.88;30/04/2024;;;23.583;30/05/2024;23.663;30/05/2024;23.623;30/05/2024;;;;;;;23.583;30/05/2024;23.663;30/05/2024;23.583;30/05/2024;23.583;30/05/2024;30/04/2024;;;;;;;00ZU;00FZU;AUD;371854455.88;;;51.086;30/05/2024;;;;;;;;
LU0823429583;11569079325.89;30/04/2024;;;247.565;30/05/2024;247.788;30/05/2024;247.639;30/05/2024;;;;;;;247.565;30/05/2024;247.788;30/05/2024;247.565;30/05/2024;247.565;30/05/2024;30/04/2024;;;;;;;00ZV;00FFZV;AUD;11569079325.89;;;64.978;30/05/2024;;;;;;;;
LU0823429583;5190409025.75;30/04/2024;;;0.8099;30/05/2024;0.8115;30/05/2024;0.8107;30/05/2024;;;;;;;0.8099;30/05/2024;0.8115;30/05/2024;0.8099;30/05/2024;0.8099;30/05/2024;30/04/2024;;;;;;;010B;01F0B;AUD;5190409025.75;;;32.925;30/05/2024;;;;;;;;
LU0823426993;518930001.50;30/05/2024;;;;;;;128.85;21/05/2013;;;;;;;;;;;128.85;21/05/2013;128.85;21/05/2013;30/05/2024;;;;;;;010D;EVFQ1;GBP;518930001.50;128.85;21/05/2013;128.85;21/05/2013;;;;;;;;
LU0823426993;518930001.50;30/05/2024;;;;;;;117.25;21/05/2013;;;;;;;;;;;117.25;21/05/2013;117.25;21/05/2013;30/05/2024;;;;;;;010E;EVFQ1;GBP;518930001.50;117.25;21/05/2013;1.233.214;21/05/2013;;;;;;;;
LU0823416689;340448685.00;30/05/2024;31755377.52;30/05/2024;;;;;95.456;30/05/2024;;;;332.675.900.000.000;30/05/2024;;;;;;95.456;30/05/2024;95.456;30/05/2024;30/05/2024;31755377.52;30/05/2024;;;332.675.900.000.000;30/05/2024;010G;01F0G;EUR;340448685.00;95.456;30/05/2024;95.456;30/05/2024;;;;;;;;
LU0823415285;3970518409.98;30/04/2024;2993611.41;30/09/2022;;;;;1.013.655;31/05/2024;;;;297.689.077.100.000;30/05/2024;;;;;;1.013.655;31/05/2024;1.013.655;31/05/2024;30/04/2024;2993611.41;30/09/2022;;;297.689.077.100.000;30/05/2024;014O;01F4N;GBP;3970518409.98;1.013.655;31/05/2024;117.468;31/05/2024;;;;;;;;
LU0823415285;692454984.07;30/05/2024;5312432.61;30/05/2024;;;;;23.5;30/05/2024;;;;22.604.200.000.000;30/05/2024;;;;;;23.5;30/05/2024;23.5;30/05/2024;30/05/2024;5312432.61;30/05/2024;;;22.604.200.000.000;30/05/2024;015A;B7FF9;SGD;692454984.07;23.5;30/05/2024;23.5;30/05/2024;;;;;;;;
LU0823414478;2996262203.84;31/05/2024;680568116.12;31/05/2024;;;;;871.033;31/05/2024;;;31/05/2024;781.334.480.000.000;31/05/2024;3.174.301.909.900.000;;;;;871.033;31/05/2024;871.033;31/05/2024;31/05/2024;680568116.12;31/05/2024;3.174.301.909.900.000;31/05/2024;781.334.480.000.000;31/05/2024;015B;01F5B;EUR;2996262203.84;871.033;31/05/2024;871.033;31/05/2024;;;;;;;;
LU0823414395;986440000.00;30/04/2024;;;333.12;30/05/2024;334.76;30/05/2024;;;333.12;30/05/2024;;;;;333.12;30/05/2024;334.76;30/05/2024;333.12;30/05/2024;333.12;30/05/2024;30/04/2024;;;;;;;015C;01F5C;GBP;986440000.00;;;333.12;30/05/2024;;;;;;;;
LU0823414049;171803318.06;31/05/2024;23227558.39;31/05/2024;;;;;111.9;31/05/2024;;;;2.076.268.200.000.000;31/05/2024;;;;;;111.9;31/05/2024;111.9;31/05/2024;31/05/2024;23227558.39;31/05/2024;;;2.076.268.200.000.000;31/05/2024;015D;SPGFII;GBP;171803318.06;111.9;31/05/2024;1.507.859;31/05/2024;;;;;;;;
LU0823414049;8839742451.81;30/05/2024;8839742451.81;30/05/2024;;;;;5110.26;30/05/2024;;;;220.083.599.400.000;05/04/2024;;;;;;5110.26;30/05/2024;5110.26;30/05/2024;30/05/2024;8839742451.81;30/05/2024;;;220.083.599.400.000;05/04/2024;015T;01F5T;CHF;8839742451.81;5110.26;30/05/2024;5110.26;30/05/2024;;;;;;;;
LU0823412423;132653134.87;30/05/2024;121861826.96;30/05/2024;;;;;1595.09;30/05/2024;;;;18.239.675.800.000;05/04/2024;;;;;;1595.09;30/05/2024;1595.09;30/05/2024;30/05/2024;121861826.96;30/05/2024;;;18.239.675.800.000;05/04/2024;015U;04FB9;CHF;132653134.87;1595.09;30/05/2024;1595.09;30/05/2024;;;;;;;;
LU0823412423;2443186625.93;30/05/2024;2443186625.93;30/05/2024;;;;;1877.7;30/05/2024;;;;145.382.724.600.000;05/04/2024;;;;;;1877.7;30/05/2024;1877.7;30/05/2024;30/05/2024;2443186625.93;30/05/2024;;;145.382.724.600.000;05/04/2024;015V;01F5V;CHF;2443186625.93;1877.7;30/05/2024;1877.7;30/05/2024;;;;;;;;
LU0823412266;229095707.41;30/05/2024;229095707.41;30/05/2024;;;;;2103.83;30/05/2024;;;;11.408.742.300.000;05/04/2024;;;;;;2103.83;30/05/2024;2103.83;30/05/2024;30/05/2024;229095707.41;30/05/2024;;;11.408.742.300.000;05/04/2024;015W;04FB8;CHF;229095707.41;2103.83;30/05/2024;2103.83;30/05/2024;;;;;;;;
LU0823412266;41320000.00;30/04/2024;5889458.98;30/05/2024;;;;;109.25;30/05/2024;;;;5.390.624.700.000;30/05/2024;;;;;;109.25;30/05/2024;109.25;30/05/2024;30/04/2024;5889458.98;30/05/2024;;;5.390.624.700.000;30/05/2024;016E;G4FP6;USD;41320000.00;109.25;30/05/2024;109.25;30/05/2024;;;;;;;;
LU0823411458;41320000.00;30/04/2024;644712.48;30/05/2024;;;;;95.5;30/05/2024;;;;675.063.900.000;30/05/2024;;;;;;95.5;30/05/2024;95.5;30/05/2024;30/04/2024;644712.48;30/05/2024;;;675.063.900.000;30/05/2024;016F;G4FP6;USD;41320000.00;95.5;30/05/2024;1.060.403;30/05/2024;;;;;;;;
LU0823411375;41320000.00;30/04/2024;9487412.81;30/05/2024;;;;;107.16;30/05/2024;;;;8.853.730.200.000;30/05/2024;;;;;;107.16;30/05/2024;107.16;30/05/2024;30/04/2024;9487412.81;30/05/2024;;;8.853.730.200.000;30/05/2024;016G;G4FP6;USD;41320000.00;107.16;30/05/2024;107.16;30/05/2024;;;;;;;;
LU0823411375;351970000.00;30/04/2024;6236631.55;29/05/2024;;;;;69.58;29/05/2024;;;;8.963.611.300.000;29/05/2024;;;;;;69.58;29/05/2024;69.58;29/05/2024;30/04/2024;6236631.55;29/05/2024;;;8.963.611.300.000;29/05/2024;016H;BVFY9;USD;351970000.00;69.58;29/05/2024;69.58;29/05/2024;;;;;;;;
LU0823404834;41320000.00;30/04/2024;213463.27;30/05/2024;;;;;1187.62;30/05/2024;;;;17.974.100.000;30/05/2024;;;;;;1187.62;30/05/2024;1187.62;30/05/2024;30/04/2024;213463.27;30/05/2024;;;17.974.100.000;30/05/2024;016J;G4FP6;USD;41320000.00;1187.62;30/05/2024;1187.62;30/05/2024;;;;;;;;
LU0823404834;2162319556.32;30/05/2024;779692928.99;30/05/2024;;;;;1.371.568;30/05/2024;;;;568.468.241.100.000;30/05/2024;;;;;;1.371.568;30/05/2024;1.371.568;30/05/2024;30/05/2024;779692928.99;30/05/2024;;;568.468.241.100.000;30/05/2024;016P;EIFX0;SEK;2162319556.32;1.371.568;30/05/2024;1.371.568;30/05/2024;;;;;;;;
LU0823404594;351970000.00;30/04/2024;10327526.55;29/05/2024;;;;;96.85;29/05/2024;;;;10.663.527.300.000;29/05/2024;;;;;;96.85;29/05/2024;96.85;29/05/2024;30/04/2024;10327526.55;29/05/2024;;;10.663.527.300.000;29/05/2024;016U;BVFY9;EUR;351970000.00;96.85;29/05/2024;96.85;29/05/2024;;;;;;;;
LU0823404248;351970000.00;30/04/2024;11168187.21;29/05/2024;;;;;104.73;29/05/2024;;;;10.663.527.300.000;29/05/2024;;;;;;104.73;29/05/2024;104.73;29/05/2024;30/04/2024;11168187.21;29/05/2024;;;10.663.527.300.000;29/05/2024;016V;BVFY9;USD;351970000.00;104.73;29/05/2024;104.73;29/05/2024;;;;;;;;
LU0823402200;68600260.27;30/05/2024;24028902.76;30/05/2024;;;;;104990.22;30/05/2024;;;;22.886.800.000;30/05/2024;;;;;;104990.22;30/05/2024;104990.22;30/05/2024;30/05/2024;24028902.76;30/05/2024;;;22.886.800.000;30/05/2024;016W;X3AB;USD;68600260.27;104990.22;30/05/2024;104990.22;30/05/2024;;;;;;;;
LU0823402200;68600260.27;30/05/2024;;;;;;;89.86;14/05/2013;;;;;;;;;;;89.86;14/05/2013;89.86;14/05/2013;30/05/2024;;;;;;;016X;X3AB;EUR;68600260.27;89.86;14/05/2013;89.86;14/05/2013;;;;;;;;
LU0823402036;511783139.44;30/05/2024;42558606.12;30/05/2024;;;;;181.16;30/05/2024;;;;23.491.756.800.000;30/05/2024;;;;;;181.16;30/05/2024;181.16;30/05/2024;30/05/2024;42558606.12;30/05/2024;;;23.491.756.800.000;30/05/2024;016Y;FZF88;EUR;511783139.44;181.16;30/05/2024;181.16;30/05/2024;;;;;;;;
LU0823402036;3526570000.00;30/04/2024;117118798.37;30/05/2024;;;;;76.33;31/05/2024;;;;153.465.502.900.000;30/05/2024;;;;;;76.33;31/05/2024;76.33;31/05/2024;30/04/2024;117118798.37;30/05/2024;;;153.465.502.900.000;30/05/2024;017E;BVFX2;EUR;3526570000.00;76.33;31/05/2024;112.527;31/05/2024;;;;;;;;
LU0823401061;1818010276.51;30/05/2024;;;;;;;10701.15;30/05/2024;;;;745.400.000.000;30/05/2024;;;;;;10701.15;30/05/2024;10701.15;30/05/2024;30/05/2024;;;;;745.400.000.000;30/05/2024;018S;JWFX4;EUR;1818010276.51;10701.15;30/05/2024;10701.15;30/05/2024;;;;;;;;
LU0823400766;264654036.65;31/05/2024;264654036.65;31/05/2024;118;31/05/2024;119;31/05/2024;145.9;31/05/2024;;;;;;;118;31/05/2024;119;31/05/2024;117.5;31/05/2024;117.5;31/05/2024;31/05/2024;264654036.65;31/05/2024;;;;;02CJ;02FCJ;GBP;264654036.65;117.5;31/05/2024;;;;;;;;;;
LU0823400501;3984825614.41;30/05/2024;3653909566.00;30/05/2024;;;;;438.995;30/05/2024;;;;8.323.333.800.000.000;30/05/2024;;;;;;438.995;30/05/2024;438.995;30/05/2024;30/05/2024;3653909566.00;30/05/2024;;;8.323.333.800.000.000;30/05/2024;02VE;02FVE;USD;3984825614.41;438.995;30/05/2024;849.806;30/05/2024;;;;;;;;
LU0823398176;3984825614.41;30/05/2024;2868286123.00;30/05/2024;;;;;344.607;30/05/2024;;;;8.323.333.800.000.000;30/05/2024;;;;;;344.607;30/05/2024;344.607;30/05/2024;30/05/2024;2868286123.00;30/05/2024;;;8.323.333.800.000.000;30/05/2024;02VF;02FVE;GBP;3984825614.41;344.607;30/05/2024;629.165;30/05/2024;;;;;;;;
LU0823398176;85946870.12;30/04/2024;;;;;;;102.7;31/05/2024;;;;;;;;;;;102.7;31/05/2024;102.7;31/05/2024;30/04/2024;;;;;;;02VH;02FVH;GBP;85946870.12;102.7;31/05/2024;1.149.992;31/05/2024;;;;;;;;
LU0823397954;37280147.55;30/05/2024;37280147.55;30/05/2024;;;;;1.459;30/05/2024;;;;2.555.927.647.000.000;30/05/2024;;;;;;1.459;30/05/2024;1.459;30/05/2024;30/05/2024;37280147.55;30/05/2024;;;2.555.927.647.000.000;30/05/2024;037R;03F7R;SGD;37280147.55;1.459;30/05/2024;1.459;30/05/2024;;;;;;;;
LU0823397954;97534243.54;30/05/2024;97534243.54;30/05/2024;;;;;1.804;30/05/2024;;;;5.406.080.301.000.000;30/05/2024;;;;;;1.804;30/05/2024;1.804;30/05/2024;30/05/2024;97534243.54;30/05/2024;;;5.406.080.301.000.000;30/05/2024;037S;03F7S;SGD;97534243.54;1.804;30/05/2024;1.804;30/05/2024;;;;;;;;
LU0823397103;253793929.00;30/05/2024;253793929.00;30/05/2024;;;;;2.175;30/05/2024;;;;11.667.049.400.000.000;30/05/2024;;;;;;2.175;30/05/2024;2.175;30/05/2024;30/05/2024;253793929.00;30/05/2024;;;11.667.049.400.000.000;30/05/2024;037T;03F7T;SGD;253793929.00;2.175;30/05/2024;2.175;30/05/2024;;;;;;;;
LU0823397103;12110777426.90;31/05/2024;242530817.44;31/05/2024;;;;;;;244.4;31/05/2024;;99.236.900.000.000;31/05/2024;;;;;;244.4;31/05/2024;244.4;31/05/2024;31/05/2024;242530817.44;31/05/2024;;;99.236.900.000.000;31/05/2024;039D;DMFU0;EUR;12110777426.90;244.4;31/05/2024;244.4;31/05/2024;;;;;;;;
LU0823394779;12110777426.90;31/05/2024;167128907.76;31/05/2024;;;;;;;214.45;31/05/2024;;77.933.800.000.000;31/05/2024;;;;;;214.45;31/05/2024;214.45;31/05/2024;31/05/2024;167128907.76;31/05/2024;;;77.933.800.000.000;31/05/2024;039E;DMFU0;EUR;12110777426.90;214.45;31/05/2024;214.45;31/05/2024;;;;;;;;
LU0823388888;12110777426.90;31/05/2024;219502652.58;31/05/2024;;;;;;;186.36;31/05/2024;;117.784.100.000.000;31/05/2024;;;;;;186.36;31/05/2024;186.36;31/05/2024;31/05/2024;219502652.58;31/05/2024;;;117.784.100.000.000;31/05/2024;039F;DMFU0;EUR;12110777426.90;186.36;31/05/2024;186.36;31/05/2024;;;;;;;;
LU0823381529;141514656.81;30/05/2024;159154069.33;31/05/2024;;;;;300.883;30/05/2024;;;30/05/2024;417.205.600.000.000;31/05/2024;369.205.600.000.000;;;;;300.883;30/05/2024;300.883;30/05/2024;30/05/2024;159154069.33;31/05/2024;369.205.600.000.000;30/05/2024;417.205.600.000.000;31/05/2024;039I;DDFH0;GBP;141514656.81;300.883;30/05/2024;300.883;30/05/2024;;;;;;;;
LU0823381362;131671736.01;28/05/2024;352561.36;31/05/2024;;;;;887.1;31/05/2024;;;;;;;;;;;887.1;31/05/2024;887.1;31/05/2024;28/05/2024;352561.36;31/05/2024;;;;;039O;HEHK;GBP;131671736.01;887.1;31/05/2024;887.1;31/05/2024;;;;;;;;
LU0823381362;188682935.79;28/05/2024;460291.54;31/05/2024;;;;;152.8;31/05/2024;;;;;;;;;;;152.8;31/05/2024;152.8;31/05/2024;28/05/2024;460291.54;31/05/2024;;;;;039P;HEF62;GBP;188682935.79;152.8;31/05/2024;152.8;31/05/2024;;;;;;;;
LU0823381289;114694607.56;28/05/2024;114770.42;31/05/2024;;;;;3.227.381;31/05/2024;;;;;;;;;;;3.227.381;31/05/2024;3.227.381;31/05/2024;28/05/2024;114770.42;31/05/2024;;;;;039R;H3F71;GBP;114694607.56;3.227.381;31/05/2024;3.227.381;31/05/2024;;;;;;;;
LU0823381289;114694607.56;28/05/2024;2632974.70;31/05/2024;;;;;2.744.352;31/05/2024;;;;;;;;;;;2.744.352;31/05/2024;2.744.352;31/05/2024;28/05/2024;2632974.70;31/05/2024;;;;;039S;H3F71;GBP;114694607.56;2.744.352;31/05/2024;2.744.352;31/05/2024;;;;;;;;
LU0823380471;141314861.42;28/05/2024;5745121.85;31/05/2024;;;;;199.9;31/05/2024;;;;;;;;;;;199.9;31/05/2024;199.9;31/05/2024;28/05/2024;5745121.85;31/05/2024;;;;;039T;HEIIP;GBP;141314861.42;199.9;31/05/2024;199.9;31/05/2024;;;;;;;;
LU0823380471;293279853.25;28/05/2024;340934.67;31/05/2024;;;;;982.6;31/05/2024;;;;;;;;;;;982.6;31/05/2024;982.6;31/05/2024;28/05/2024;340934.67;31/05/2024;;;;;039U;NAF05;GBP;293279853.25;982.6;31/05/2024;982.6;31/05/2024;;;;;;;;
LU0663513272;1510935883.88;30/05/2024;15871677.14;30/05/2024;;;;;;;126;30/05/2024;;12.596.300.000.000;30/05/2024;;;;;;126;30/05/2024;126;30/05/2024;30/05/2024;15871677.14;30/05/2024;;;12.596.300.000.000;30/05/2024;03A5;03FA5;EUR;1510935883.88;126;30/05/2024;126;30/05/2024;;;;;;;;
LU0660296624;62340373.42;31/05/2024;13122062.62;31/05/2024;;;;;27.79;31/05/2024;;;;47.216.243.400.000;31/05/2024;;;;;;27.79;31/05/2024;27.79;31/05/2024;31/05/2024;13122062.62;31/05/2024;;;47.216.243.400.000;31/05/2024;03AK;03FAK;EUR;62340373.42;27.79;31/05/2024;27.79;31/05/2024;;;;;;;;
LU0660296541;38909682.92;30/05/2024;13141263.21;30/05/2024;;;;;;;539.95;30/05/2024;;2.433.700.000.000;30/05/2024;;;;;;539.95;30/05/2024;539.95;30/05/2024;30/05/2024;13141263.21;30/05/2024;;;2.433.700.000.000;30/05/2024;03B1;03FB1;EUR;38909682.92;539.95;30/05/2024;539.95;30/05/2024;;;;;;;;
LU0660296384;38909682.92;30/05/2024;20505.84;30/05/2024;;;;;;;97.84;30/05/2024;;20.900.000.000;30/05/2024;;;;;;97.84;30/05/2024;97.84;30/05/2024;30/05/2024;20505.84;30/05/2024;;;20.900.000.000;30/05/2024;03B2;03FB1;EUR;38909682.92;97.84;30/05/2024;97.84;30/05/2024;;;;;;;;
LU0660296202;38909682.92;30/05/2024;12612746.04;30/05/2024;;;;;;;5888.11;30/05/2024;;214.200.000.000;30/05/2024;;;;;;5888.11;30/05/2024;5888.11;30/05/2024;30/05/2024;12612746.04;30/05/2024;;;214.200.000.000;30/05/2024;03B3;03FB1;EUR;38909682.92;5888.11;30/05/2024;5888.11;30/05/2024;;;;;;;;
LU0660296111;38909682.92;30/05/2024;1728943.22;30/05/2024;;;;;;;1090.92;30/05/2024;;158.400.000.000;30/05/2024;;;;;;1090.92;30/05/2024;1090.92;30/05/2024;30/05/2024;1728943.22;30/05/2024;;;158.400.000.000;30/05/2024;03B4;03FB1;EUR;38909682.92;1090.92;30/05/2024;1090.92;30/05/2024;;;;;;;;
LU0660295907;38909682.92;30/05/2024;3692138.58;30/05/2024;;;;;;;1215.9;30/05/2024;;303.600.000.000;30/05/2024;;;;;;1215.9;30/05/2024;1215.9;30/05/2024;30/05/2024;3692138.58;30/05/2024;;;303.600.000.000;30/05/2024;03B5;03FB1;USD;38909682.92;1215.9;30/05/2024;1215.9;30/05/2024;;;;;;;;
LU0659783269;299856563.34;30/05/2024;128031837.84;30/05/2024;;;;;;;358.56;30/05/2024;;35.706.600.000.000;30/05/2024;;;;;;358.56;30/05/2024;358.56;30/05/2024;30/05/2024;128031837.84;30/05/2024;;;35.706.600.000.000;30/05/2024;03BO;03FBO;EUR;299856563.34;358.56;30/05/2024;358.56;30/05/2024;;;;;;;;
LU0658027080;299856563.34;30/05/2024;3457308.27;30/05/2024;;;;;;;101.5;30/05/2024;;3.406.100.000.000;30/05/2024;;;;;;101.5;30/05/2024;101.5;30/05/2024;30/05/2024;3457308.27;30/05/2024;;;3.406.100.000.000;30/05/2024;03BP;03FBO;EUR;299856563.34;101.5;30/05/2024;1.275.449;30/05/2024;;;;;;;;
